Dataset name,Num graphs,Graph ID,Directed,Num nodes,Num edges,Average degree,Average clustering,Density,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,Execution time
ogbg-molpcba,437929,368929,False,13,13,2.0,0.0,0.16666666666666666,1,13,13,3.5384615384615383,8,4,0.0005993843078613281
ogbg-molpcba,437929,334768,False,20,22,2.2,0.0,0.11578947368421053,1,20,22,4.28421052631579,11,6,0.0011515617370605469
ogbg-molpcba,437929,343033,False,26,28,2.1538461538461537,0.0,0.08615384615384615,1,26,28,5.938461538461539,15,8,0.001772165298461914
ogbg-molpcba,437929,77673,False,18,20,2.2222222222222223,0.0,0.13071895424836602,1,18,20,4.006535947712418,9,5,0.0009620189666748047
ogbg-molpcba,437929,316261,False,37,41,2.2162162162162162,0.0,0.06156156156156156,1,37,41,7.193693693693693,19,10,0.003261566162109375
ogbg-molpcba,437929,92858,False,22,24,2.1818181818181817,0.0,0.1038961038961039,1,22,24,4.558441558441558,12,6,0.0013756752014160156
ogbg-molpcba,437929,275282,False,22,24,2.1818181818181817,0.0,0.1038961038961039,1,22,24,5.190476190476191,14,7,0.0014004707336425781
ogbg-molpcba,437929,270761,False,38,42,2.210526315789474,0.061403508771929814,0.059743954480796585,1,38,42,8.46230440967283,22,11,0.0034453868865966797
ogbg-molpcba,437929,416527,False,23,24,2.0869565217391304,0.0,0.09486166007905138,1,23,24,5.853754940711463,14,7,0.0014634132385253906
ogbg-molpcba,437929,33554,False,29,31,2.1379310344827585,0.0,0.07635467980295567,1,29,31,5.487684729064039,14,7,0.0021355152130126953
ogbg-molpcba,437929,353434,False,23,24,2.0869565217391304,0.0,0.09486166007905138,1,23,24,4.6561264822134385,10,5,0.001371145248413086
ogbg-molpcba,437929,107054,False,29,32,2.206896551724138,0.0,0.07881773399014778,1,29,32,7.349753694581281,20,10,0.0022170543670654297
ogbg-molpcba,437929,430173,False,30,33,2.2,0.0,0.07586206896551724,1,30,33,6.358620689655172,18,9,0.002316713333129883
ogbg-molpcba,437929,273465,False,35,37,2.1142857142857143,0.0,0.06218487394957983,1,35,37,7.394957983193278,21,11,0.0030155181884765625
ogbg-molpcba,437929,376786,False,29,31,2.1379310344827585,0.0,0.07635467980295567,1,29,31,6.172413793103448,16,8,0.0021309852600097656
ogbg-molpcba,437929,318167,False,27,29,2.1481481481481484,0.0,0.08262108262108261,1,27,29,5.47008547008547,13,7,0.0018122196197509766
