Dataset name,Directed,First split,Num nodes,Num edges,Real average degree,Average degree,Edge cut,Average clustering,Density,Transitivity,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,BCC node connectivity,BCC edge connectivity,BCC num greedy modularity communities,Modularity greedy modularity communities,Coverage greedy modularity communities,Max clique,Execution time,Type split
PubMed,True,no-split,1971,936,8.979198376458651,0.9497716894977168,15826,0.007375596949417346,0.00024105880444104489,0.07291666666666667,1543,100,234,6.388282828282828,15,8,1,1,13,0.7489590181897876,0.8376068376068376,3,0.34174489974975586,10 ordered iterations
PubMed,True,no-split,1971,860,8.884830035514968,0.8726534753932014,15792,0.0056896426759440455,0.00022148565365309682,0.04712041884816754,1556,83,182,7.52101087275933,19,10,1,1,12,0.7548001449100351,0.8461538461538461,3,0.27726173400878906,10 ordered iterations
PubMed,True,no-split,1971,918,8.937595129375952,0.9315068493150684,15780,0.008577951728636658,0.00023642305820179403,0.08401400233372229,1552,136,334,6.113943355119826,14,7,1,1,16,0.7454731256050773,0.8203592814371258,3,0.5038366317749023,10 ordered iterations
PubMed,True,no-split,1971,990,9.494672754946727,1.004566210045662,16734,0.00641685390543838,0.00025496604315879747,0.03815028901734104,1506,108,242,6.482519903080651,16,8,1,1,14,0.741342804453248,0.8264462809917356,3,0.46637439727783203,10 ordered iterations
PubMed,True,no-split,1971,812,8.693049213597158,0.823947234906139,15510,0.005421907705012727,0.00020912366368176118,0.07718696397941681,1582,73,166,7.02054794520548,16,8,1,1,11,0.710625635070402,0.8433734939759037,3,0.2473745346069336,10 ordered iterations
PubMed,True,no-split,1971,792,8.748858447488585,0.8036529680365296,15660,0.007110241356816698,0.000203972834527038,0.0627177700348432,1595,84,198,6.269363166953529,15,8,1,1,13,0.7240077543107848,0.8282828282828283,3,0.28659844398498535,10 ordered iterations
PubMed,True,no-split,1971,922,8.966007102993405,0.9355657026889903,15828,0.00470029716605059,0.00023745322403273867,0.0375,1530,51,104,4.756862745098039,11,6,1,1,10,0.6876849112426036,0.8076923076923077,3,0.18569111824035645,10 ordered iterations
PubMed,True,no-split,1971,866,8.702181633688483,0.8787417554540842,15420,0.011224358256321725,0.00022303090239951377,0.13249211356466878,1566,41,90,5.091463414634147,11,6,1,1,9,0.6286419753086419,0.7555555555555555,3,0.2440023422241211,10 ordered iterations
PubMed,True,no-split,1971,1052,9.84779299847793,1.067478437341451,17306,0.007823089025524336,0.00027093361353843935,0.05897435897435897,1488,261,592,9.480636604774535,24,12,1,1,22,0.8220929967129289,0.875,3,1.5281999111175537,10 random2 iterations
PubMed,True,no-split,1971,970,9.183155758498224,0.9842719431760527,16160,0.009816875722507378,0.0002498152140040743,0.07255139056831923,1528,75,190,4.523603603603604,10,6,1,1,10,0.6714127423822716,0.7789473684210526,3,0.26336121559143066,10 random2 iterations
PubMed,True,no-split,1971,930,9.289700659563673,0.943683409436834,16450,0.007412239375709695,0.00023951355569462794,0.05421686746987952,1543,85,214,5.390756302521009,13,7,1,1,12,0.6701895362040351,0.7663551401869159,3,0.3800394535064697,10 random2 iterations
PubMed,True,no-split,1971,808,8.922374429223744,0.8198883815322171,15970,0.0047776086588871974,0.00020809349785081652,0.0582010582010582,1590,68,168,4.852502194907814,11,6,1,1,12,0.6681547619047619,0.7619047619047619,3,0.23356294631958008,10 random2 iterations
PubMed,True,no-split,1971,962,9.165905631659056,0.976154236428209,16142,0.008135826628977313,0.00024775488234218503,0.036991368680641186,1512,80,170,7.700949367088608,18,9,1,1,13,0.7566782006920417,0.8470588235294118,3,0.27628445625305176,10 random2 iterations
PubMed,True,no-split,1971,682,8.268899036022324,0.6920345002536783,14934,0.002037113909260028,0.0001756432741760605,0.02823529411764706,1639,33,68,4.193181818181818,9,5,1,1,8,0.6275951557093427,0.7647058823529411,3,0.14468050003051758,10 random2 iterations
PubMed,True,no-split,1971,862,8.713343480466769,0.8746829020801623,15450,0.006748649062195485,0.00022200073656856913,0.0415944540727903,1554,79,168,5.268743914313535,11,6,1,1,12,0.7631802721088435,0.8571428571428571,3,0.3301355838775635,10 random2 iterations
PubMed,True,no-split,1971,894,8.775240994419077,0.9071537290715372,15508,0.009284627092846267,0.0002302420632161262,0.08662613981762918,1550,64,140,8.12202380952381,20,10,1,1,13,0.6960204081632653,0.7857142857142857,3,0.21908211708068848,10 random2 iterations
PubMed,True,no-split,1971,872,9.173008625063419,0.884830035514967,16336,0.00742131115933605,0.00022457615114593072,0.047058823529411764,1565,97,220,5.975085910652921,14,7,1,1,14,0.694504132231405,0.7727272727272727,3,0.3463318347930908,10 random2 iterations
PubMed,True,no-split,1971,768,8.593607305936073,0.7792998477929984,15402,0.0051090011516191115,0.00019779183954137018,0.05202312138728324,1605,61,144,5.315300546448087,14,7,1,1,10,0.6553819444444443,0.7638888888888888,3,0.21219897270202637,10 random2 iterations
PubMed,True,no-split,985,236,9.189847715736041,0.47918781725888326,8580,0.0,0.00024348974454211546,0,868,18,34,3.673202614379085,8,4,1,1,6,0.5086505190311418,0.7058823529411765,2,0.06803631782531738,20 ordered iterations
PubMed,True,no-split,985,222,9.417258883248731,0.45076142131979696,8832,0.0038240270727580377,0.00022904543766249846,0.061855670103092786,876,11,20,3.090909090909091,6,3,1,1,4,0.415,0.7,2,0.06194019317626953,20 ordered iterations
PubMed,True,no-split,985,240,9.392893401015229,0.4873096446700508,8772,0.00155668358714044,0.0002476166893648632,0.043795620437956206,869,26,54,3.6523076923076925,8,4,1,1,7,0.5486968449931412,0.7037037037037037,2,0.07980537414550781,20 ordered iterations
PubMed,True,no-split,985,242,9.02741116751269,0.49137055837563454,8408,0.005076142131979695,0.00024968016177623705,0.125,868,13,26,3.230769230769231,7,4,1,1,4,0.440828402366864,0.6923076923076923,3,0.06296396255493164,20 ordered iterations
PubMed,True,no-split,985,238,9.126903553299492,0.483248730964467,8514,0.006666666666666666,0.0002455532169534893,0.08181818181818182,869,15,28,2.933333333333333,7,4,1,1,4,0.4821428571428571,0.7857142857142857,2,0.06523895263671875,20 ordered iterations
PubMed,True,no-split,985,212,8.78781725888325,0.4304568527918782,8232,0.0031472081218274113,0.00021872807560562916,0.10588235294117647,883,18,40,3.372549019607843,7,4,1,1,7,0.40375,0.55,3,0.14780092239379883,20 ordered iterations
PubMed,True,no-split,985,200,8.668020304568527,0.40609137055837563,8138,0.0,0.000206347241137386,0,885,6,10,2.066666666666667,4,2,1,1,3,0.26,0.6,2,0.056063175201416016,20 ordered iterations
PubMed,True,no-split,985,234,9.045685279187817,0.4751269035532995,8442,0.0037031665458061402,0.00024142627213074162,0.075,872,17,36,2.823529411764706,6,3,1,1,7,0.3873456790123456,0.5555555555555556,3,0.0668039321899414,20 ordered iterations
PubMed,True,no-split,985,246,9.070050761421319,0.49949238578680205,8442,0.003011844331641286,0.0002538071065989848,0.07692307692307693,867,15,30,3.238095238095238,8,4,1,1,6,0.42222222222222217,0.6,2,0.0653233528137207,20 ordered iterations
PubMed,True,no-split,985,214,8.804060913705584,0.43451776649746193,8244,0.0,0.000220791548017003,0,881,18,40,2.8823529411764706,6,3,1,1,5,0.44625000000000004,0.65,2,0.06697416305541992,20 ordered iterations
PubMed,True,no-split,985,246,9.350253807106599,0.49949238578680205,8718,0.006023688663282572,0.0002538071065989848,0.09782608695652174,865,16,34,3.033333333333333,5,3,1,1,6,0.4602076124567474,0.6470588235294118,3,0.06647658348083496,20 ordered iterations
PubMed,True,no-split,985,260,9.646700507614213,0.5279187817258884,8982,0.006869712351945854,0.0002682514134786018,0.06382978723404255,861,26,58,3.187692307692308,6,3,1,1,8,0.4916765755053507,0.6551724137931034,3,0.08500909805297852,20 ordered iterations
PubMed,True,no-split,985,228,9.08223350253807,0.46294416243654823,8490,0.0038917089678510994,0.00023523585489662003,0.10465116279069768,875,8,18,2.2857142857142856,5,3,1,1,4,0.191358024691358,0.4444444444444444,3,0.14159250259399414,20 ordered iterations
PubMed,True,no-split,985,178,8.298477157360406,0.3614213197969543,7818,0.0,0.00018364904461227354,0,896,7,12,2.0952380952380953,4,2,1,1,3,0.29166666666666663,0.6666666666666666,2,0.05477619171142578,20 ordered iterations
PubMed,True,no-split,985,222,9.068020304568527,0.45076142131979696,8488,0.007541696881798404,0.00022904543766249846,0.09523809523809523,880,25,54,4.233333333333333,11,6,1,1,6,0.6008230452674896,0.7777777777777778,3,0.07801270484924316,20 ordered iterations
PubMed,True,no-split,985,202,8.434517766497462,0.4101522842639594,7904,0.0,0.00020841071354875987,0,884,10,18,2.888888888888889,6,3,1,1,4,0.38888888888888884,0.6666666666666666,2,0.05814194679260254,20 ordered iterations
PubMed,True,no-split,985,248,9.321827411167513,0.5035532994923858,8686,0.0,0.00025587057901035865,0,861,13,24,2.871794871794872,6,3,1,1,4,0.45486111111111105,0.75,2,0.0633401870727539,20 ordered iterations
PubMed,True,no-split,985,214,8.615228426395939,0.43451776649746193,8058,0.0023688663282571912,0.000220791548017003,0.031914893617021274,885,12,34,2.303030303030303,5,3,1,1,6,0.17993079584775087,0.35294117647058826,2,0.06208181381225586,20 ordered iterations
PubMed,True,no-split,985,248,8.629441624365482,0.5035532994923858,8004,0.01302312464749013,0.00025587057901035865,0.2807017543859649,874,15,30,3.3142857142857145,7,4,1,1,4,0.4822222222222223,0.7333333333333333,3,0.06473851203918457,20 ordered iterations
PubMed,True,no-split,985,202,8.781725888324873,0.4101522842639594,8246,0.0,0.00020841071354875987,0,884,11,20,2.909090909090909,6,3,1,1,4,0.43500000000000005,0.7,2,0.060143232345581055,20 ordered iterations
PubMed,True,no-split,985,238,8.867005076142132,0.483248730964467,8258,0.0023688663282571912,0.0002455532169534893,0.03125,868,22,44,4.476190476190476,10,5,1,1,6,0.5826446280991735,0.7727272727272727,2,0.07269287109375,20 random2 iterations
PubMed,True,no-split,985,304,10.215228426395939,0.617258883248731,9454,0.004330029812263315,0.0003136478065288267,0.0861244019138756,840,48,108,5.069148936170213,13,7,1,1,10,0.6421467764060357,0.7592592592592593,3,0.12659716606140137,20 random2 iterations
PubMed,True,no-split,985,188,8.521827411167513,0.3817258883248731,8018,0.0,0.00019396640666914284,0,891,13,24,2.4871794871794872,5,3,1,1,4,0.43402777777777773,0.75,2,0.06165194511413574,20 random2 iterations
PubMed,True,no-split,985,294,9.922842639593908,0.5969543147208122,9186,0.006632825719120135,0.00030333044447195743,0.1323529411764706,843,16,30,2.95,6,3,1,1,7,0.4244444444444444,0.6,2,0.06920266151428223,20 random2 iterations
PubMed,True,no-split,985,202,8.355329949238579,0.4101522842639594,7826,0.003045685279187817,0.00020841071354875987,0.06,885,6,10,1.6666666666666667,2,1,1,1,6,-0.30000000000000004,0.0,2,0.0561983585357666,20 random2 iterations
PubMed,True,no-split,985,214,8.326903553299493,0.43451776649746193,7774,0.0023688663282571912,0.000220791548017003,0.03488372093023256,879,11,20,2.4363636363636365,4,2,1,1,4,0.34500000000000003,0.7,2,0.13855981826782227,20 random2 iterations
PubMed,True,no-split,985,190,8.586802030456854,0.38578680203045684,8078,0.0026057529610829105,0.0001960298790805167,0.11428571428571428,893,24,52,3.402173913043478,8,4,1,1,6,0.5355029585798816,0.7307692307692307,4,0.07593965530395508,20 random2 iterations
PubMed,True,no-split,985,260,9.630456852791879,0.5279187817258884,8966,0.004447667391829829,0.0002682514134786018,0.04838709677419355,859,10,20,2.066666666666667,4,2,1,1,4,0.23500000000000001,0.6,3,0.06377315521240234,20 random2 iterations
PubMed,True,no-split,985,242,9.039593908629442,0.49137055837563454,8420,0.0,0.00024968016177623705,0,864,13,24,3.0256410256410255,6,3,1,1,5,0.4131944444444445,0.6666666666666666,2,0.06321501731872559,20 random2 iterations
PubMed,True,no-split,985,178,8.523857868020304,0.3614213197969543,8040,0.0,0.00018364904461227354,0,896,9,16,2.388888888888889,4,2,1,1,4,0.359375,0.625,2,0.05722951889038086,20 random2 iterations
PubMed,True,no-split,985,216,8.60507614213198,0.4385786802030457,8044,0.0037225042301184436,0.00022285502042837687,0.11842105263157894,880,12,22,3.0606060606060606,6,3,1,1,5,0.4297520661157025,0.6363636363636364,2,0.059514522552490234,20 random2 iterations
PubMed,True,no-split,985,248,9.080203045685279,0.5035532994923858,8448,0.003688663282571912,0.00025587057901035865,0.09782608695652174,865,15,32,3.2476190476190476,7,4,1,1,6,0.3828125,0.5625,3,0.0657968521118164,20 random2 iterations
PubMed,True,no-split,985,210,8.84467005076142,0.4263959390862944,8292,0.0006768189509306261,0.0002166646031942553,0.041666666666666664,882,10,18,2.533333333333333,5,3,1,1,4,0.382716049382716,0.6666666666666666,2,0.0599365234375,20 random2 iterations
PubMed,True,no-split,985,214,8.877157360406091,0.43451776649746193,8316,0.004128595600676819,0.000220791548017003,0.15463917525773196,883,16,38,2.85,6,3,1,1,6,0.3559556786703601,0.5263157894736842,3,0.14592695236206055,20 random2 iterations
PubMed,True,no-split,985,224,8.96243654822335,0.4548223350253807,8380,0.0054822335025380715,0.00023110891007387232,0.1485148514851485,879,9,18,2.3333333333333335,5,3,1,1,3,0.32716049382716045,0.6666666666666666,3,0.05991172790527344,20 random2 iterations
PubMed,True,no-split,985,232,8.77766497461929,0.47106598984771575,8182,0.0027072758037225042,0.00023936279971936776,0.058823529411764705,872,23,50,3.7628458498023716,8,4,1,1,6,0.5352,0.72,3,0.07393908500671387,20 random2 iterations
PubMed,True,no-split,985,224,9.439593908629442,0.4548223350253807,8850,0.0,0.00023110891007387232,0,873,11,20,2.618181818181818,5,3,1,1,4,0.43000000000000005,0.7,2,0.06326746940612793,20 random2 iterations
PubMed,True,no-split,985,268,9.658883248730964,0.5441624365482234,8978,0.003045685279187817,0.00027650530312409724,0.022727272727272728,852,12,22,2.712121212121212,5,3,1,1,4,0.40082644628099173,0.7272727272727273,2,0.06506657600402832,20 random2 iterations
PubMed,True,no-split,985,188,8.653807106598984,0.3817258883248731,8148,0.003045685279187817,0.00019396640666914284,0.05454545454545454,892,12,22,2.8484848484848486,6,3,1,1,4,0.4504132231404959,0.7272727272727273,2,0.059723615646362305,20 random2 iterations
PubMed,True,no-split,985,242,8.95228426395939,0.49137055837563454,8334,0.0004544355813391346,0.00024968016177623705,0.02564102564102564,866,21,44,3.066666666666667,6,3,1,1,7,0.47210743801652894,0.6363636363636364,3,0.07166171073913574,20 random2 iterations
PubMed,True,no-split,19717,88648,8.992037328193945,8.992037328193945,0,0.060175209437523615,0.00022803908825811382,0.0537076280274887,1,19717,88648,6.336870027999047,18,10,1,1,114,0.7519865892678712,0.8376500315855969,8,6942.894734144211,1 ordered iterations
