Dataset name,Directed,First split,Num nodes,Num edges,Real average degree,Average degree,Edge cut,Average clustering,Density,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,BCC node connectivity,BCC edge connectivity,BCC num greedy modularity communities,Modularity greedy modularity communities,Coverage greedy modularity communities,Execution time,Type split
ogbn-proteins,False,no-split,500,5628,653.718,22.512,315603,0.2982805534315375,0.045114228456913825,1,500,5628,2.578637274549098,6,4,1,1,5,0.4145676518918252,0.7308102345415778,142.26227164268494,20 ordered iterations
ogbn-proteins,False,no-split,500,1077,236.18,4.308,115936,0.18228811937833272,0.008633266533066132,218,264,1055,3.747205899297154,12,6,1,1,11,0.34641270411715813,0.7127962085308057,11.882756233215332,20 ordered iterations
ogbn-proteins,False,no-split,500,17119,1155.552,68.476,543538,0.47634625899530786,0.13722645290581162,5,496,17119,2.1075594656239818,5,3,1,1,4,0.26511902619203165,0.62416028973655,214.89630150794983,20 ordered iterations
ogbn-proteins,False,no-split,500,19114,1260.414,76.456,591979,0.37185950621638575,0.1532184368737475,1,500,19114,1.9278076152304608,4,3,1,1,4,0.18229257340095056,0.6561682536360782,283.08202600479126,20 ordered iterations
ogbn-proteins,False,no-split,500,2429,497.442,9.716,243863,0.18737926652420595,0.019470941883767533,28,473,2429,3.273766438527968,8,4,1,1,10,0.4481791736701491,0.6895841910251133,95.57035183906555,20 ordered iterations
ogbn-proteins,False,no-split,500,7,1829.33,0.028,914651,0.0,5.6112224448897796e-05,493,3,2,1.3333333333333333,2,1,1,1,1,0.0,1.0,1.2207324504852295,20 ordered iterations
ogbn-proteins,False,no-split,1000,47085,823.412,94.17,729242,0.438839588652537,0.09426426426426426,1,1000,47085,2.073763763763764,4,2,1,1,4,0.2992434771766572,0.737793352447701,693.0192823410034,20 ordered iterations
ogbn-proteins,False,no-split,1000,28854,694.777,57.708,637069,0.33216222173930365,0.05776576576576577,1,1000,28854,2.312974974974975,5,3,1,1,5,0.3382131241190084,0.7765301171414708,612.7552559375763,20 ordered iterations
ogbn-proteins,False,no-split,1000,14526,491.86,29.052,462808,0.40766239855263553,0.02908108108108108,26,975,14526,2.8645100826620333,7,4,1,1,6,0.54519448659043,0.8234200743494424,398.7111728191376,20 ordered iterations
ogbn-proteins,False,no-split,1000,5168,281.357,10.336,271021,0.2914765155668173,0.010346346346346347,85,911,5163,3.7434482093099,9,5,1,1,12,0.5352593951607201,0.7629285299244625,197.4839334487915,20 ordered iterations
ogbn-proteins,False,no-split,1000,1643,22.115,3.286,18829,0.1435707056459395,0.0032892892892892895,731,163,1449,2.869802317655078,8,4,1,1,5,0.5430017417595058,0.8978605935127675,1.9133310317993164,20 ordered iterations
ogbn-proteins,False,no-split,1000,11652,168.363,23.304,145059,0.24852877560218983,0.023327327327327327,12,989,11652,2.7433755111898903,5,3,1,1,9,0.36636402564754345,0.67825266048747,153.61726427078247,20 ordered iterations
ogbn-proteins,False,no-split,1000,30704,575.096,61.408,513688,0.36401781049350834,0.06146946946946947,1,1000,30704,2.307117117117117,5,3,1,1,6,0.3875476876011015,0.8582269411151642,496.88256907463074,20 ordered iterations
ogbn-proteins,False,no-split,1000,10877,342.902,21.754,321148,0.3668160553295381,0.021775775775775774,51,943,10870,3.066105598746378,8,4,1,1,6,0.5545372128077157,0.8395584176632934,261.9690246582031,20 ordered iterations
ogbn-proteins,False,no-split,1000,1027,37.588,2.054,35534,0.1794162354528933,0.002056056056056056,672,135,427,4.267330016583748,11,6,1,1,9,0.6735653680983277,0.9297423887587822,0.9444935321807861,20 ordered iterations
ogbn-proteins,False,no-split,1000,24669,432.731,49.338,383393,0.345162545291333,0.049387387387387384,13,988,24669,2.3469168010041472,6,4,1,1,6,0.3216171621367395,0.7022173578175037,380.63474583625793,20 ordered iterations
ogbn-proteins,False,no-split,1000,8688,269.039,17.376,251663,0.3721692944865576,0.017393393393393394,68,924,8678,3.51172536383804,9,5,1,1,10,0.5034593614643628,0.8846508412076516,191.98918271064758,20 ordered iterations
ogbn-proteins,False,no-split,1000,39765,1087.019,79.53,1007489,0.31106850371848943,0.07960960960960961,1,1000,39765,2.04835035035035,4,3,2,2,3,0.2670315343938231,0.6857789513391173,926.4133815765381,20 ordered iterations
ogbn-proteins,False,no-split,1000,41704,702.761,83.408,619353,0.3024059826905728,0.08349149149149149,1,1000,41704,2.097003003003003,4,3,1,1,3,0.2464129741899733,0.696647803568003,648.4484622478485,20 ordered iterations
ogbn-proteins,False,no-split,1000,8484,376.117,16.968,359149,0.18341578273073433,0.016984984984984984,5,996,8484,2.928122540412908,5,4,1,1,7,0.40056052483405546,0.6698491277699199,301.29054951667786,20 ordered iterations
ogbn-proteins,False,no-split,1000,43323,297.833,86.646,211187,0.26036864138231836,0.08673273273273273,1,1000,43323,1.988830830830831,4,3,3,3,4,0.25182554665098567,0.7077995522009094,322.86015605926514,20 ordered iterations
ogbn-proteins,False,no-split,1000,44072,960.383,88.144,872239,0.34219008739375156,0.08823223223223223,2,999,44072,2.0723448899801604,4,3,1,1,4,0.23837863415246416,0.6957478671265203,831.6967620849609,20 ordered iterations
ogbn-proteins,False,no-split,1000,26071,689.848,52.142,637706,0.2738418054220357,0.052194194194194195,2,999,26071,2.292356484741254,5,3,1,1,5,0.31316813691998996,0.7752291818495647,606.6172313690186,20 ordered iterations
ogbn-proteins,False,no-split,1000,8781,389.326,17.562,371764,0.24021127400251477,0.01757957957957958,34,966,8780,3.0947768158851736,7,4,1,1,7,0.37993186393802436,0.6945330296127563,318.8297324180603,20 ordered iterations
ogbn-proteins,False,no-split,1000,46144,1014.503,92.288,922215,0.3391901006463921,0.09238038038038038,1,1000,46144,1.9953593593593593,4,2,6,6,4,0.2521891846816653,0.7009361997226075,868.4189395904541,20 ordered iterations
ogbn-proteins,False,no-split,1000,49836,938.458,99.672,838786,0.35872213238968087,0.09977177177177177,3,998,49836,2.062880022834033,4,3,3,3,4,0.23627933021868838,0.6227425957139417,819.9457244873047,20 ordered iterations
ogbn-proteins,False,no-split,1000,14520,547.16,29.04,518120,0.24026172733435794,0.02906906906906907,3,998,14520,2.689658152815159,5,4,1,1,6,0.3816128034666727,0.8253443526170798,459.27452540397644,20 ordered iterations
ogbn-proteins,False,no-split,1000,4562,415.583,9.124,406459,0.19830937569479393,0.009133133133133133,40,959,4560,3.6475517076983026,9,5,1,1,8,0.5799700869498307,0.7798245614035088,315.1048254966736,20 ordered iterations
ogbn-proteins,False,no-split,534,69,12.50187265917603,0.25842696629213485,6538,0.04762796504369539,0.0004848535952948121,493,10,9,2.066666666666667,3,2,1,1,2,0.2901234567901234,0.8888888888888888,0.024545907974243164,20 ordered iterations
