Dataset name,Directed,First split,Num nodes,Num edges,Real average degree,Average degree,Edge cut,Average clustering,Density,Transitivity,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,BCC node connectivity,BCC edge connectivity,BCC num greedy modularity communities,Modularity greedy modularity communities,Coverage greedy modularity communities,Max clique,Execution time,Type split
ogbn-proteins,False,no-split,13253,520306,268.7707688825172,78.51897683543349,2521407,0,0,0,656,12578,520286,,,,,,,,,0,4.79270339012146,10 ordered iterations
ogbn-proteins,False,no-split,13253,2473634,555.3384139440127,373.2941975401796,2412632,0,0,0,74,13178,2473632,,,,,,,,,0,11.710936784744263,10 ordered iterations
ogbn-proteins,False,no-split,13253,1243254,367.40768127971023,187.61850147136497,2382746,0,0,0,514,12709,1243221,,,,,,,,,0,7.14185357093811,10 ordered iterations
ogbn-proteins,False,no-split,13253,1466157,564.2342111220102,221.25662114238287,4545482,0,0,0,100,13151,1466154,,,,,,,,,0,10.670331239700317,10 ordered iterations
ogbn-proteins,False,no-split,13253,2684878,786.5293141175583,405.17286652078775,5054117,0,0,0,2,13252,2684878,,,,,,,,,0,16.416632890701294,10 ordered iterations
ogbn-proteins,False,no-split,13253,2206676,646.9727608843281,333.0077718252471,4160978,0,0,0,84,13169,2206675,,,,,,,,,0,13.326074123382568,10 ordered iterations
ogbn-proteins,False,no-split,13253,1678961,619.5822078020071,253.37070851882592,4853401,0,0,0,40,13214,1678961,,,,,,,,,0,12.900655746459961,10 ordered iterations
ogbn-proteins,False,no-split,13253,3621750,862.2094620086018,546.5554968686336,4183362,0,0,0,384,12814,3621632,,,,,,,,,0,18.473336696624756,10 ordered iterations
ogbn-proteins,False,no-split,13253,699146,531.9734399758545,105.50758318871199,5651952,0,0,0,227,13026,699145,,,,,,,,,0,9.019134759902954,10 ordered iterations
ogbn-proteins,False,no-split,13253,391854,593.9073417339471,59.13438466762243,7087346,0,0,0,379,12866,391845,,,,,,,,,0,11.272788524627686,10 random2 iterations
ogbn-proteins,False,no-split,13253,388015,590.71734701577,58.55504414094922,7052747,0,0,0,422,12826,388009,,,,,,,,,0,11.228368759155273,10 random2 iterations
ogbn-proteins,False,no-split,13253,399043,599.764506149551,60.21927110842828,7150593,0,0,0,426,12812,399017,,,,,,,,,0,10.70552134513855,10 random2 iterations
ogbn-proteins,False,no-split,13253,388373,591.8000452727684,58.609069644608766,7066380,0,0,0,414,12833,388366,,,,,,,,,0,10.625754117965698,10 random2 iterations
ogbn-proteins,False,no-split,13253,404094,603.02422093111,60.98151361955784,7183692,0,0,0,431,12816,404087,,,,,,,,,0,17.370306968688965,10 random2 iterations
ogbn-proteins,False,no-split,13253,403043,603.0685127895571,60.82290802082547,7186381,0,0,0,479,12761,403029,,,,,,,,,0,10.795520544052124,10 random2 iterations
ogbn-proteins,False,no-split,13253,398112,598.8553535048668,60.078774617067836,7140406,0,0,0,462,12778,398097,,,,,,,,,0,10.700593948364258,10 random2 iterations
ogbn-proteins,False,no-split,13253,390866,593.1232928393571,58.98528635026032,7078931,0,0,0,457,12788,390857,,,,,,,,,0,10.595318794250488,10 random2 iterations
ogbn-proteins,False,no-split,13253,397703,598.1589074171885,60.01705274277522,7131994,0,0,0,382,12860,397691,,,,,,,,,0,10.604158878326416,10 random2 iterations
ogbn-proteins,False,no-split,13253,396399,597.4704595185996,59.820267109333734,7125478,0,0,0,414,12825,396384,,,,,,,,,0,10.666831493377686,10 random2 iterations
ogbn-proteins,False,no-split,6626,105285,617.2878056142468,31.779354059764565,3879579,0,0,0,361,6258,105277,,,,,,,,,0,5.514620542526245,20 random2 iterations
ogbn-proteins,False,no-split,6626,99972,600.1389978871114,30.175671596740116,3776577,0,0,0,337,6286,99968,,,,,,,,,0,5.228458404541016,20 random2 iterations
ogbn-proteins,False,no-split,6626,99123,596.8448536070027,29.919408391186234,3756448,0,0,0,325,6297,99118,,,,,,,,,0,4.929641246795654,20 random2 iterations
ogbn-proteins,False,no-split,6626,94997,584.5368246302445,28.674011469966796,3683147,0,0,0,365,6252,94987,,,,,,,,,0,4.857135772705078,20 random2 iterations
ogbn-proteins,False,no-split,6626,95704,585.97404165409,28.88741322064594,3691256,0,0,0,371,6248,95696,,,,,,,,,0,4.877033948898315,20 random2 iterations
ogbn-proteins,False,no-split,6626,99631,598.8111983096891,30.072743736794447,3768461,0,0,0,324,6296,99623,,,,,,,,,0,4.987768173217773,20 random2 iterations
ogbn-proteins,False,no-split,6626,97164,591.6263205553879,29.328101418653787,3725788,0,0,0,363,6253,97153,,,,,,,,,0,4.92655348777771,20 random2 iterations
ogbn-proteins,False,no-split,6626,98382,594.0122245698763,29.695744038635677,3739161,0,0,0,359,6262,98376,,,,,,,,,0,4.9593141078948975,20 random2 iterations
ogbn-proteins,False,no-split,6626,98498,596.4345004527619,29.730757621491097,3754979,0,0,0,365,6254,98490,,,,,,,,,0,11.44192123413086,20 random2 iterations
ogbn-proteins,False,no-split,6626,105230,615.8062179293692,31.762752792031392,3869872,0,0,0,337,6282,105221,,,,,,,,,0,5.1313230991363525,20 random2 iterations
ogbn-proteins,False,no-split,6626,100058,600.3412315122246,30.201629942650165,3777745,0,0,0,370,6245,100045,,,,,,,,,0,4.981858491897583,20 random2 iterations
ogbn-proteins,False,no-split,6626,102479,608.1555991548446,30.932387564141262,3824681,0,0,0,302,6319,102473,,,,,,,,,0,5.046981573104858,20 random2 iterations
ogbn-proteins,False,no-split,6626,95222,586.2298520977965,28.74192574705705,3693915,0,0,0,332,6290,95217,,,,,,,,,0,4.84596586227417,20 random2 iterations
ogbn-proteins,False,no-split,6626,98924,597.594023543616,29.859341986115304,3761810,0,0,0,353,6267,98917,,,,,,,,,0,4.970676422119141,20 random2 iterations
ogbn-proteins,False,no-split,6626,97506,593.7612435858738,29.43133111983097,3739250,0,0,0,317,6304,97500,,,,,,,,,0,4.8880815505981445,20 random2 iterations
ogbn-proteins,False,no-split,6626,99522,598.4366133413824,30.039843042559614,3766197,0,0,0,361,6261,99517,,,,,,,,,0,4.929933309555054,20 random2 iterations
ogbn-proteins,False,no-split,6626,94049,582.2616963477211,28.38786598249321,3669968,0,0,0,382,6234,94034,,,,,,,,,0,4.817803859710693,20 random2 iterations
ogbn-proteins,False,no-split,6626,97114,590.6555991548446,29.313009357078176,3719456,0,0,0,365,6252,97104,,,,,,,,,0,4.892831802368164,20 random2 iterations
ogbn-proteins,False,no-split,6626,99719,598.5140356172653,30.09930576516752,3766316,0,0,0,355,6267,99714,,,,,,,,,0,4.920419931411743,20 random2 iterations
ogbn-proteins,False,no-split,6626,101356,603.0353154240869,30.593419861153034,3793000,0,0,0,330,6289,101348,,,,,,,,,0,4.99488377571106,20 random2 iterations
ogbn-proteins,False,no-split,6626,1496159,884.7380018110474,451.6024750980984,2869956,0,0,0,1,6626,1496159,,,,,,,,,0,8.453196287155151,20 ordered iterations
ogbn-proteins,False,no-split,6626,722004,649.2127980682161,217.93057651675218,2857676,0,0,0,10,6617,722004,,,,,,,,,0,5.724772691726685,20 ordered iterations
ogbn-proteins,False,no-split,6626,299464,386.6777844853607,90.39058255357682,1963199,0,0,0,98,6529,299464,,,,,,,,,0,3.1984872817993164,20 ordered iterations
ogbn-proteins,False,no-split,6626,121867,150.8795653486266,36.78448536070027,755994,0,0,0,1521,5004,121761,,,,,,,,,0,7.7999958992004395,20 ordered iterations
ogbn-proteins,False,no-split,6626,641781,429.5306368849985,193.715967401147,1562508,0,0,0,74,6551,641779,,,,,,,,,0,3.9437997341156006,20 ordered iterations
ogbn-proteins,False,no-split,6626,1201576,681.0492001207365,362.68517959553276,2109480,0,0,0,3,6624,1201576,,,,,,,,,0,6.641022682189941,20 ordered iterations
ogbn-proteins,False,no-split,6626,601590,388.43163296106246,181.58466646543917,1370568,0,0,0,155,6472,601590,,,,,,,,,0,3.5980916023254395,20 ordered iterations
ogbn-proteins,False,no-split,6626,547298,346.4367642619982,165.19710232417748,1200894,0,0,0,1315,5118,546727,,,,,,,,,0,3.232008695602417,20 ordered iterations
ogbn-proteins,False,no-split,6626,599411,412.07078176878963,180.92695442197405,1531559,0,0,0,59,6567,599410,,,,,,,,,0,3.8388922214508057,20 ordered iterations
ogbn-proteins,False,no-split,6626,700342,716.4547238152732,211.39209175973437,3346545,0,0,0,372,6227,700304,,,,,,,,,0,6.3034374713897705,20 ordered iterations
ogbn-proteins,False,no-split,6626,1251469,928.6457893148204,377.74494415937215,3650269,0,0,0,1,6626,1251469,,,,,,,,,0,8.913607835769653,20 ordered iterations
ogbn-proteins,False,no-split,6626,355568,644.148505885904,107.32508300633867,3556992,0,0,0,2,6625,355568,,,,,,,,,0,5.477617263793945,20 ordered iterations
ogbn-proteins,False,no-split,6626,524843,257.5805916088138,158.41925747057047,657043,0,0,0,87,6539,524842,,,,,,,,,0,2.65313982963562,20 ordered iterations
ogbn-proteins,False,no-split,6626,1638851,1036.6368849984908,494.67280410504077,3591054,0,0,0,29,6593,1638845,,,,,,,,,0,10.308777093887329,20 ordered iterations
ogbn-proteins,False,no-split,6626,743575,736.8860549351041,224.4415937217024,3395457,0,0,0,1,6626,743575,,,,,,,,,0,6.946533679962158,20 ordered iterations
ogbn-proteins,False,no-split,6626,241089,502.0993057651675,72.7706006640507,2844732,0,0,0,147,6477,241086,,,,,,,,,0,4.383699178695679,20 ordered iterations
ogbn-proteins,False,no-split,6626,807643,786.119378207063,243.7799577422276,3593541,0,0,0,445,6119,807516,,,,,,,,,0,6.975524425506592,20 ordered iterations
ogbn-proteins,False,no-split,6626,1214239,938.4434047690914,366.50739511017207,3789648,0,0,0,1,6626,1214239,,,,,,,,,0,8.827131748199463,20 ordered iterations
ogbn-proteins,False,no-split,6626,374179,541.4086930274675,112.94265016601268,2839016,0,0,0,13,6614,374179,,,,,,,,,0,4.60929274559021,20 ordered iterations
ogbn-proteins,False,no-split,6626,53515,522.5839118623604,16.153033504376697,3355611,0,0,0,799,5815,53498,,,,,,,,,0,3.6818361282348633,20 ordered iterations
ogbn-proteins,False,no-split,2650,339070,857.2177358490566,255.90188679245284,1593487,0,0,0,1,2650,339070,,,,,,,,,0,3.0619609355926514,50 ordered iterations
ogbn-proteins,False,no-split,2650,431546,957.3030188679245,325.69509433962264,1673761,0,0,0,2,2649,431546,,,,,,,,,0,3.5173420906066895,50 ordered iterations
ogbn-proteins,False,no-split,2650,193404,756.7550943396226,145.96528301886792,1618593,0,0,0,1,2650,193404,,,,,,,,,0,2.606189250946045,50 ordered iterations
ogbn-proteins,False,no-split,2650,166949,705.9981132075471,125.99924528301887,1536997,0,0,0,7,2644,166949,,,,,,,,,0,2.450659990310669,50 ordered iterations
ogbn-proteins,False,no-split,2650,94740,557.905283018868,71.50188679245284,1288969,0,0,0,17,2632,94738,,,,,,,,,0,1.8381874561309814,50 ordered iterations
ogbn-proteins,False,no-split,2650,112710,458.4464150943396,85.06415094339623,989463,0,0,0,40,2611,112710,,,,,,,,,0,1.5735235214233398,50 ordered iterations
ogbn-proteins,False,no-split,2650,36580,399.1815094339623,27.60754716981132,984671,0,0,0,139,2511,36579,,,,,,,,,0,1.2774832248687744,50 ordered iterations
ogbn-proteins,False,no-split,2650,17073,172.04301886792453,12.885283018867925,421768,0,0,0,199,2449,17069,,,,,,,,,0,0.5846819877624512,50 ordered iterations
ogbn-proteins,False,no-split,2650,10628,67.60415094339622,8.021132075471698,157895,0,0,0,1044,1478,10477,,,,,,,,,0,6.882381200790405,50 ordered iterations
ogbn-proteins,False,no-split,2650,96007,246.86037735849055,72.45811320754717,462166,0,0,0,1116,1060,93577,,,,,,,,,0,0.8805844783782959,50 ordered iterations
ogbn-proteins,False,no-split,2650,261805,411.6056603773585,197.58867924528303,567145,0,0,0,59,2590,261803,,,,,,,,,0,1.6119451522827148,50 ordered iterations
ogbn-proteins,False,no-split,2650,64363,164.7943396226415,48.57584905660377,307979,0,0,0,69,2582,64363,,,,,,,,,0,0.6100749969482422,50 ordered iterations
ogbn-proteins,False,no-split,2650,505716,963.2067924528302,381.67245283018866,1541066,0,0,0,187,2445,505690,,,,,,,,,0,3.6033408641815186,50 ordered iterations
ogbn-proteins,False,no-split,2650,208592,685.6830188679245,157.4279245283019,1399876,0,0,0,1,2650,208592,,,,,,,,,0,2.380221366882324,50 ordered iterations
ogbn-proteins,False,no-split,2650,158029,551.4550943396226,119.26716981132076,1145298,0,0,0,4,2647,158029,,,,,,,,,0,1.8931708335876465,50 ordered iterations
ogbn-proteins,False,no-split,2650,443367,614.5105660377359,334.6166037735849,741719,0,0,0,41,2609,443366,,,,,,,,,0,2.460069179534912,50 ordered iterations
ogbn-proteins,False,no-split,2650,40595,268.88528301886794,30.637735849056604,631356,0,0,0,119,2530,40593,,,,,,,,,0,0.8879334926605225,50 ordered iterations
ogbn-proteins,False,no-split,2650,53618,180.23849056603774,40.466415094339624,370396,0,0,0,404,2202,53564,,,,,,,,,0,0.6238584518432617,50 ordered iterations
ogbn-proteins,False,no-split,2650,21103,90.53509433962265,15.926792452830188,197712,0,0,0,1436,858,20309,,,,,,,,,0,0.32676076889038086,50 ordered iterations
ogbn-proteins,False,no-split,2650,382963,683.2362264150944,289.028679245283,1044650,0,0,0,4,2647,382963,,,,,,,,,0,2.609891891479492,50 ordered iterations
ogbn-proteins,False,no-split,2650,174298,500.21962264150943,131.5456603773585,976986,0,0,0,18,2633,174298,,,,,,,,,0,1.7691926956176758,50 ordered iterations
ogbn-proteins,False,no-split,2650,91574,369.04830188679244,69.11245283018867,794830,0,0,0,45,2605,91573,,,,,,,,,0,1.2497191429138184,50 ordered iterations
ogbn-proteins,False,no-split,2650,38323,281.72377358490564,28.92301886792453,669922,0,0,0,72,2576,38317,,,,,,,,,0,0.9043095111846924,50 ordered iterations
ogbn-proteins,False,no-split,2650,28314,418.54264150943396,21.369056603773586,1052510,0,0,0,527,2071,28247,,,,,,,,,0,1.2940495014190674,50 ordered iterations
ogbn-proteins,False,no-split,2650,452503,1252.7177358490567,341.51169811320756,2414696,0,0,0,1,2650,452503,,,,,,,,,0,4.603376865386963,50 ordered iterations
ogbn-proteins,False,no-split,2650,313782,1110.2181132075473,236.81660377358492,2314514,0,0,0,1,2650,313782,,,,,,,,,0,3.882808208465576,50 ordered iterations
ogbn-proteins,False,no-split,2650,180308,851.5249056603774,136.08150943396225,1895925,0,0,0,1,2650,180308,,,,,,,,,0,3.045387029647827,50 ordered iterations
ogbn-proteins,False,no-split,2650,135378,643.42,102.17207547169811,1434307,0,0,0,2,2649,135378,,,,,,,,,0,2.309441566467285,50 ordered iterations
ogbn-proteins,False,no-split,2650,63561,741.5116981132076,47.97056603773585,1837884,0,0,0,1,2650,63561,,,,,,,,,0,2.4747984409332275,50 ordered iterations
ogbn-proteins,False,no-split,2650,53730,583.2086792452831,40.550943396226415,1438043,0,0,0,4,2647,53730,,,,,,,,,0,1.9737918376922607,50 ordered iterations
ogbn-proteins,False,no-split,2650,32152,233.4788679245283,24.26566037735849,554415,0,0,0,30,2621,32152,,,,,,,,,0,0.8291895389556885,50 ordered iterations
ogbn-proteins,False,no-split,2650,250025,287.14566037735847,188.69811320754718,260886,0,0,0,235,2337,249794,,,,,,,,,0,1.2464241981506348,50 ordered iterations
ogbn-proteins,False,no-split,2650,126837,558.5384905660377,95.72603773584906,1226453,0,0,0,6,2645,126837,,,,,,,,,0,1.9655964374542236,50 ordered iterations
ogbn-proteins,False,no-split,2650,391826,1201.022641509434,295.7177358490566,2399058,0,0,0,1,2650,391826,,,,,,,,,0,4.406530857086182,50 ordered iterations
ogbn-proteins,False,no-split,2650,222837,955.682641509434,168.1788679245283,2086885,0,0,0,4,2647,222837,,,,,,,,,0,3.376542568206787,50 ordered iterations
ogbn-proteins,False,no-split,2650,149213,825.7358490566038,112.61358490566037,1889774,0,0,0,1,2650,149213,,,,,,,,,0,2.9481000900268555,50 ordered iterations
ogbn-proteins,False,no-split,2650,129015,691.5607547169811,97.36981132075472,1574606,0,0,0,2,2649,129015,,,,,,,,,0,2.4993503093719482,50 ordered iterations
ogbn-proteins,False,no-split,2650,74444,907.0966037735849,56.184150943396226,2254918,0,0,0,7,2644,74444,,,,,,,,,0,3.2283506393432617,50 ordered iterations
ogbn-proteins,False,no-split,2650,59571,422.68716981132076,44.959245283018866,1000979,0,0,0,12,2639,59571,,,,,,,,,0,1.4697587490081787,50 ordered iterations
ogbn-proteins,False,no-split,2650,27212,249.97396226415094,20.53735849056604,608007,0,0,0,171,2479,27211,,,,,,,,,0,0.8897528648376465,50 ordered iterations
ogbn-proteins,False,no-split,2650,44734,339.4645283018868,33.76150943396227,810113,0,0,0,459,2129,44607,,,,,,,,,0,1.1340529918670654,50 ordered iterations
ogbn-proteins,False,no-split,2650,253318,1067.985283018868,191.18339622641508,2323525,0,0,0,1,2650,253318,,,,,,,,,0,3.6452138423919678,50 ordered iterations
ogbn-proteins,False,no-split,2650,240973,1042.7071698113207,181.86641509433963,2281228,0,0,0,1,2650,240973,,,,,,,,,0,3.5838160514831543,50 ordered iterations
ogbn-proteins,False,no-split,2650,232858,984.4852830188679,175.74188679245282,2143170,0,0,0,1,2650,232858,,,,,,,,,0,3.330899238586426,50 ordered iterations
ogbn-proteins,False,no-split,2650,168744,878.2022641509434,127.35396226415094,1989748,0,0,0,1,2650,168744,,,,,,,,,0,3.079291343688965,50 ordered iterations
ogbn-proteins,False,no-split,2650,97845,614.7637735849056,73.84528301886793,1433434,0,0,0,3,2648,97845,,,,,,,,,0,2.086958646774292,50 ordered iterations
ogbn-proteins,False,no-split,2650,52309,507.27849056603776,39.478490566037735,1239670,0,0,0,49,2602,52309,,,,,,,,,0,1.6883513927459717,50 ordered iterations
ogbn-proteins,False,no-split,2650,36082,431.7543396226415,27.231698113207546,1071985,0,0,0,41,2610,36082,,,,,,,,,0,1.4479925632476807,50 ordered iterations
ogbn-proteins,False,no-split,2650,14020,342.48415094339623,10.581132075471698,879543,0,0,0,299,2344,14012,,,,,,,,,0,1.0763523578643799,50 ordered iterations
ogbn-proteins,False,no-split,2650,3360,763.1067924528302,2.5358490566037735,2015513,0,0,0,2111,266,2909,,,,,,,,,0,1.717625617980957,50 ordered iterations
ogbn-proteins,False,no-split,2650,16877,616.5501886792453,12.737358490566038,1600104,0,0,0,250,2395,16871,,,,,,,,,0,2.26216459274292,50 random2 iterations
ogbn-proteins,False,no-split,2650,16188,607.5188679245283,12.217358490566038,1577549,0,0,0,244,2399,16180,,,,,,,,,0,2.2395522594451904,50 random2 iterations
ogbn-proteins,False,no-split,2650,16416,604.2818867924528,12.389433962264151,1568515,0,0,0,276,2370,16411,,,,,,,,,0,2.243764638900757,50 random2 iterations
ogbn-proteins,False,no-split,2650,15094,582.2305660377358,11.391698113207546,1512723,0,0,0,267,2378,15087,,,,,,,,,0,2.155405282974243,50 random2 iterations
ogbn-proteins,False,no-split,2650,16216,606.5052830188679,12.238490566037736,1574807,0,0,0,240,2401,16205,,,,,,,,,0,2.22879958152771,50 random2 iterations
ogbn-proteins,False,no-split,2650,15020,579.5750943396226,11.335849056603774,1505834,0,0,0,252,2394,15015,,,,,,,,,0,2.1568922996520996,50 random2 iterations
ogbn-proteins,False,no-split,2650,15396,591.4562264150943,11.619622641509434,1536567,0,0,0,262,2377,15383,,,,,,,,,0,2.1767077445983887,50 random2 iterations
ogbn-proteins,False,no-split,2650,15922,602.3245283018867,12.016603773584906,1564316,0,0,0,258,2386,15914,,,,,,,,,0,2.2307112216949463,50 random2 iterations
ogbn-proteins,False,no-split,2650,17142,619.7301886792453,12.937358490566037,1608001,0,0,0,240,2403,17134,,,,,,,,,0,2.2770490646362305,50 random2 iterations
ogbn-proteins,False,no-split,2650,14805,580.3920754716981,11.173584905660377,1508429,0,0,0,280,2341,14695,,,,,,,,,0,2.1413865089416504,50 random2 iterations
ogbn-proteins,False,no-split,2650,16176,599.8543396226415,12.208301886792453,1557262,0,0,0,292,2350,16167,,,,,,,,,0,2.224966287612915,50 random2 iterations
ogbn-proteins,False,no-split,2650,15836,593.5471698113207,11.951698113207547,1541228,0,0,0,260,2380,15824,,,,,,,,,0,8.780111074447632,50 random2 iterations
ogbn-proteins,False,no-split,2650,16863,613.2449056603774,12.726792452830189,1591373,0,0,0,263,2378,16853,,,,,,,,,0,2.1082441806793213,50 random2 iterations
ogbn-proteins,False,no-split,2650,15836,595.5867924528302,11.951698113207547,1546633,0,0,0,266,2373,15822,,,,,,,,,0,2.0485432147979736,50 random2 iterations
ogbn-proteins,False,no-split,2650,15086,584.0294339622642,11.38566037735849,1517506,0,0,0,275,2363,15073,,,,,,,,,0,1.9977219104766846,50 random2 iterations
ogbn-proteins,False,no-split,2650,15490,592.1150943396226,11.690566037735849,1538125,0,0,0,251,2373,15416,,,,,,,,,0,2.03340482711792,50 random2 iterations
ogbn-proteins,False,no-split,2650,14864,578.5509433962264,11.21811320754717,1503432,0,0,0,280,2359,14852,,,,,,,,,0,1.9846775531768799,50 random2 iterations
ogbn-proteins,False,no-split,2650,15690,594.7705660377359,11.841509433962264,1544762,0,0,0,262,2378,15678,,,,,,,,,0,2.0518712997436523,50 random2 iterations
ogbn-proteins,False,no-split,2650,15262,585.6396226415094,11.518490566037736,1521421,0,0,0,256,2388,15255,,,,,,,,,0,2.0199573040008545,50 random2 iterations
ogbn-proteins,False,no-split,2650,16752,614.9792452830188,12.643018867924528,1596191,0,0,0,265,2376,16740,,,,,,,,,0,2.1094348430633545,50 random2 iterations
ogbn-proteins,False,no-split,2650,15604,588.3471698113208,11.776603773584906,1527912,0,0,0,276,2365,15594,,,,,,,,,0,2.031148672103882,50 random2 iterations
ogbn-proteins,False,no-split,2650,15690,598.5637735849057,11.841509433962264,1554814,0,0,0,284,2329,15559,,,,,,,,,0,2.0691752433776855,50 random2 iterations
ogbn-proteins,False,no-split,2650,16450,607.4396226415095,12.415094339622641,1576815,0,0,0,244,2405,16448,,,,,,,,,0,2.0928709506988525,50 random2 iterations
ogbn-proteins,False,no-split,2650,15213,588.3384905660378,11.481509433962264,1528671,0,0,0,275,2372,15209,,,,,,,,,0,2.03529953956604,50 random2 iterations
ogbn-proteins,False,no-split,2650,15845,597.951320754717,11.958490566037735,1552881,0,0,0,253,2386,15833,,,,,,,,,0,2.067514419555664,50 random2 iterations
ogbn-proteins,False,no-split,2650,16721,616.577358490566,12.619622641509434,1600488,0,0,0,296,2342,16708,,,,,,,,,0,2.1278839111328125,50 random2 iterations
ogbn-proteins,False,no-split,2650,15970,600.6260377358491,12.052830188679245,1559719,0,0,0,269,2373,15961,,,,,,,,,0,2.0650758743286133,50 random2 iterations
ogbn-proteins,False,no-split,2650,15335,588.1471698113207,11.573584905660377,1527920,0,0,0,259,2376,15316,,,,,,,,,0,2.0357651710510254,50 random2 iterations
ogbn-proteins,False,no-split,2650,16362,607.0932075471699,12.34867924528302,1576073,0,0,0,253,2392,16353,,,,,,,,,0,2.089301109313965,50 random2 iterations
ogbn-proteins,False,no-split,2650,16107,606.8309433962264,12.15622641509434,1575888,0,0,0,270,2372,16098,,,,,,,,,0,2.099656820297241,50 random2 iterations
ogbn-proteins,False,no-split,2650,15213,587.5483018867925,11.481509433962264,1526577,0,0,0,248,2398,15208,,,,,,,,,0,2.0450596809387207,50 random2 iterations
ogbn-proteins,False,no-split,2650,14327,569.0720754716981,10.812830188679245,1479387,0,0,0,274,2368,14316,,,,,,,,,0,1.9723246097564697,50 random2 iterations
ogbn-proteins,False,no-split,2650,16894,617.0973584905661,12.750188679245284,1601520,0,0,0,255,2386,16884,,,,,,,,,0,2.1392159461975098,50 random2 iterations
ogbn-proteins,False,no-split,2650,14809,580.5562264150943,11.176603773584906,1508856,0,0,0,251,2393,14802,,,,,,,,,0,2.003664970397949,50 random2 iterations
ogbn-proteins,False,no-split,2650,16279,607.7433962264151,12.286037735849057,1577962,0,0,0,260,2378,16266,,,,,,,,,0,2.093817949295044,50 random2 iterations
ogbn-proteins,False,no-split,2650,16513,611.5973584905661,12.462641509433963,1587707,0,0,0,278,2369,16509,,,,,,,,,0,2.1110787391662598,50 random2 iterations
