Dataset name,Num graphs,Graph ID,Directed,Num nodes,Num edges,Average degree,Average clustering,Density,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,Execution time
ogbg-molhiv,41127,34683,False,22,25,2.272727272727273,0.0,0.10822510822510822,1,22,25,4.017316017316017,10,5,0.001432657241821289
ogbg-molhiv,41127,24376,False,24,25,2.0833333333333335,0.0,0.09057971014492754,1,24,25,6.148550724637682,16,8,0.001645803451538086
ogbg-molhiv,41127,17956,False,14,14,2.0,0.0,0.15384615384615385,1,14,14,3.4285714285714284,7,4,0.0006809234619140625
ogbg-molhiv,41127,11845,False,23,26,2.260869565217391,0.0,0.10276679841897234,1,23,26,3.8260869565217392,9,5,0.0014729499816894531
ogbg-molhiv,41127,34701,False,25,28,2.24,0.0,0.09333333333333334,1,25,28,4.46,10,5,0.001669168472290039
ogbg-molhiv,41127,24597,False,21,23,2.1904761904761907,0.0,0.10952380952380952,1,21,23,4.085714285714285,9,5,0.0012688636779785156
ogbg-molhiv,41127,17092,False,21,22,2.0952380952380953,0.0,0.10476190476190476,1,21,22,4.666666666666667,12,6,0.0013141632080078125
ogbg-molhiv,41127,25618,False,20,21,2.1,0.0,0.11052631578947368,1,20,21,4.178947368421053,9,5,0.0011622905731201172
ogbg-molhiv,41127,29904,False,38,37,1.9473684210526316,0.0,0.05263157894736842,1,38,37,10.553342816500711,27,14,0.0035927295684814453
ogbg-molhiv,41127,35298,False,18,18,2.0,0.0,0.11764705882352941,1,18,18,4.209150326797386,9,5,0.0009949207305908203
ogbg-molhiv,41127,22691,False,14,13,1.8571428571428572,0.0,0.14285714285714285,1,14,13,5.0,13,7,0.0007276535034179688
ogbg-molhiv,41127,17646,False,22,24,2.1818181818181817,0.0,0.1038961038961039,1,22,24,4.402597402597403,11,6,0.0014111995697021484
ogbg-molhiv,41127,9930,False,13,12,1.8461538461538463,0.0,0.15384615384615385,2,12,12,3.257575757575758,8,4,0.0005848407745361328
ogbg-molhiv,41127,24260,False,16,17,2.125,0.0,0.14166666666666666,1,16,17,3.775,10,5,0.0008671283721923828
ogbg-molhiv,41127,7804,False,24,24,2.0,0.0,0.08695652173913043,1,24,24,5.384057971014493,13,7,0.0016026496887207031
ogbg-molhiv,41127,5002,False,20,21,2.1,0.0,0.11052631578947368,1,20,21,4.105263157894737,11,6,0.0012018680572509766
ogbg-molhiv,41127,8687,False,36,39,2.1666666666666665,0.0,0.06190476190476191,1,36,39,6.776190476190476,18,9,0.003191709518432617
ogbg-molhiv,41127,18270,False,50,54,2.16,0.0,0.044081632653061226,1,50,54,5.986938775510204,13,7,0.005413532257080078
ogbg-molhiv,41127,16505,False,32,37,2.3125,0.0,0.07459677419354839,1,32,37,5.199596774193548,12,6,0.0025784969329833984
ogbg-molhiv,41127,29292,False,24,25,2.0833333333333335,0.0,0.09057971014492754,1,24,25,4.63768115942029,10,5,0.001558542251586914
ogbg-molhiv,41127,14939,False,17,18,2.1176470588235294,0.0,0.1323529411764706,1,17,18,4.102941176470588,9,5,0.000911712646484375
ogbg-molhiv,41127,21378,False,18,19,2.111111111111111,0.0,0.12418300653594772,1,18,19,3.4313725490196076,8,4,0.000993967056274414
ogbg-molhiv,41127,28787,False,31,36,2.3225806451612905,0.0,0.07741935483870968,1,31,36,5.43010752688172,13,7,0.002475261688232422
